idx,n_records,confidence,variability,correctness,region
53664,3,0.03456748090684414,0.015023394911704444,0.0,Hard-to-learn
53665,3,0.07545168325304985,0.03631853647194308,0.0,Hard-to-learn
53666,3,0.005990969269381215,0.0037876307259318205,0.0,Hard-to-learn
53667,3,0.3044416420161724,0.19908449031142067,0.6666666666666666,Ambiguous
53668,3,0.00019431120987671116,0.000159658282976832,0.0,Hard-to-learn
53669,3,0.25874926677594584,0.1825677149572474,0.3333333333333333,Hard-to-learn
53670,3,0.04709009655440847,0.029721201934497277,0.0,Hard-to-learn
53671,3,0.0006596967965985338,0.00012213924490168954,0.0,Hard-to-learn
53672,3,0.531695102651914,0.3185966670027215,1.0,Easy-to-learn
53673,3,0.0021034565094547966,0.0017115922057062093,0.0,Hard-to-learn
53674,3,0.004020444311512013,0.003712370569000925,0.0,Hard-to-learn
53675,3,0.031526049987102546,0.031809330140792395,0.0,Hard-to-learn
53676,3,0.3405228853225708,0.14423321887555135,0.6666666666666666,Ambiguous
53677,3,0.0038343624910339713,0.003320996144845021,0.0,Hard-to-learn
53678,3,0.8481557170550028,0.05994974200242492,1.0,Easy-to-learn
53679,3,0.4452243347962697,0.07435294605138937,1.0,Easy-to-learn
53680,3,0.001369907520711422,0.00044158364126626796,0.0,Hard-to-learn
53681,3,0.021523665947218735,0.00669832822624578,0.0,Hard-to-learn
53682,3,0.04855468434592088,0.025013920929904187,0.0,Hard-to-learn
53683,3,0.2977444753050804,0.3178937599866348,0.3333333333333333,Hard-to-learn
53684,3,0.7717726826667786,0.11596007834545957,1.0,Easy-to-learn
53685,3,0.051168968280156456,0.009389649029117073,0.0,Hard-to-learn
53686,3,0.017610817681998014,0.016074429955578416,0.0,Hard-to-learn
53687,3,0.1833549439907074,0.06725984928508157,0.0,Hard-to-learn
53688,3,0.30862068633238476,0.04499699329383322,0.3333333333333333,Hard-to-learn
53689,3,0.013293813836450378,0.01188897848556734,0.0,Hard-to-learn
53690,3,0.597009003162384,0.06823480265068271,1.0,Easy-to-learn
53691,3,0.18835092832644781,0.056285960292320435,0.0,Hard-to-learn
53692,3,0.0015160254358003538,0.0011998339125488678,0.0,Hard-to-learn
53693,3,0.10143750719726086,0.06501218935467709,0.3333333333333333,Hard-to-learn
53694,3,0.052634235471487045,0.03183342980118349,0.0,Hard-to-learn
